TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,JUDD_AT_Avg,JUDD_Depth_Avg,Judd_offset_Avg,TT_C,SBT_C
8/26/17 4:45,1117,238,445,0.064,0.001,14.38,4.348,1.255,1.002,NAN,0,0,0,0,0,0.158,0.021,12.79,8.49,1.425,1.027,0.017,6.258,-107.1,0,-70.06,-69.69
8/26/17 5:00,1118,238,500,0.007,0.001,14.56,2.157,1.16,1,NAN,0,0,0,0,0,0.158,0.021,12.83,8.49,1.425,1.028,0.017,6.151,-107.2,0,-70.17,-69.79
8/26/17 5:15,1119,238,515,0.068,0.002,14.37,4.512,1.263,1.003,NAN,0,0,0,0,0,0.158,0.021,12.82,8.49,1.425,1.028,0.017,5.903,-107.2,0,-70.09,-69.9
8/26/17 5:30,1120,238,530,NAN,0.002,14.37,4.512,1.263,1.003,NAN,0,0,0,0,0,0.158,0.021,12.82,8.49,1.425,1.028,0.017,5.868,-107.2,0,-70.32,-70
8/26/17 5:45,1121,238,545,NAN,0.002,14.37,4.512,1.263,1.003,NAN,0,0,0,0,0,0.158,0.021,12.81,8.49,1.425,1.028,0.017,5.729,-107.1,0,-70.58,-70.11
8/26/17 6:00,1122,238,600,NAN,0.002,14.37,4.512,1.263,1.003,NAN,0,0,0,0,0,0.158,0.021,12.83,8.49,1.425,1.028,0.017,5.735,-107.1,0,-70.51,-70.11
8/26/17 6:15,1123,238,615,NAN,0.002,14.37,4.512,1.263,1.003,NAN,0,0,0,0,0,0.158,0.021,12.85,8.49,1.425,1.028,0.017,5.728,-106.8,0,-70.59,-70.21
8/26/17 6:30,1124,238,630,NAN,0.002,14.37,4.512,1.263,1.003,NAN,0,0,0,0,0,0.158,0.021,12.82,8.49,1.425,1.027,0.017,5.404,-106.7,0,-70.59,-70.32
8/26/17 6:45,1125,238,645,NAN,0.002,14.37,4.512,1.263,1.003,NAN,0,0,0,0,0,0.158,0.021,12.84,8.49,1.425,1.028,0.017,5.431,-106.5,0,-70.28,-70.32
8/26/17 7:00,1126,238,700,NAN,0.002,14.37,4.512,1.263,1.003,NAN,0,0,0,0,0,0.158,0.021,12.85,8.49,1.425,1.028,0.017,5.568,-106.5,0,-70.14,-70.42
8/26/17 7:15,1127,238,715,NAN,0.002,14.37,4.512,1.263,1.003,NAN,0,0,0,0,0,0.158,0.022,12.84,8.49,1.425,1.028,0.017,5.794,-106.2,0,-69.53,-70.42
8/26/17 7:30,1128,238,730,NAN,0.002,14.31,4.512,1.263,1.003,NAN,0,0,0,0,0,0.158,0.021,12.86,8.49,1.425,1.028,0.017,6.478,-105.9,0,-68.61,-70.21
8/26/17 7:45,1129,238,745,NAN,0.002,14.31,4.512,1.263,1.003,NAN,0,0,0,0,0,0.158,0.021,12.83,8.49,1.425,1.028,0.017,7.357,-106.1,0,-67.22,-69.9
8/26/17 8:00,1130,238,800,NAN,0.002,14.31,4.512,1.263,1.003,NAN,0,0,0,0,0,0.158,0.022,12.83,8.49,1.425,1.028,0.017,8.83,-106.5,0,-65.67,-69.39
8/26/17 8:15,1131,238,815,NAN,0.002,14.31,4.512,1.263,1.003,NAN,0,0,0,0,0,0.158,0.022,12.85,8.49,1.425,1.028,0.018,10.04,-105.8,0,-65.51,-68.62
8/26/17 8:30,1132,238,830,NAN,0.002,14.26,4.344,1.255,1.002,NAN,0,0,0,0,0,0.158,0.021,12.85,8.49,1.425,1.027,0.018,11.24,-105.8,0,-64.72,-67.88
8/26/17 8:45,1133,238,845,NAN,0,13.58,1.994,1.153,1,NAN,0,0,0,0,0,0.158,0.021,12.84,8.49,1.425,1.028,0.018,12.86,-105.9,0,-62.08,-66.94
8/26/17 9:00,1134,238,900,NAN,0,13.57,1.994,1.153,1,NAN,0,0,0,0,0,0.158,0.021,12.82,8.49,1.425,1.028,0.018,15.52,-106,0,-57.21,-65.66
8/26/17 9:15,1135,238,915,NAN,0.001,13.52,1.985,1.153,1.001,NAN,0,0,0,0,0,0.158,0.021,12.85,8.49,1.425,1.027,0.018,18.39,-106.4,0,-54.67,-64.02
8/26/17 9:30,1136,238,930,NAN,0.001,13.52,1.985,1.153,1.001,NAN,0,0,0,0,0,0.158,0.021,12.86,8.49,1.425,1.028,0.018,20.29,-107,0,-58.84,-62.35
8/26/17 9:45,1137,238,945,NAN,0.001,13.53,1.985,1.153,1.001,NAN,0,0,0,0,0,0.158,0.021,12.84,8.49,1.425,1.028,0.018,21.36,-107.2,0,-63.29,-60.86
8/26/17 10:00,1138,238,1000,0.003,0.001,13.61,1.985,NAN,1.001,NAN,0,0,0,0,0,0.158,0.021,12.86,8.49,1.425,1.028,0.019,22.73,-107.5,0,-55.94,-59.56
8/26/17 10:15,1139,238,1015,0.007,0.001,13.69,2.153,NAN,1.001,NAN,0,0,0,0,0,0.158,0.021,12.84,8.49,1.425,1.028,0.019,24.74,-107.7,0,-43.83,-58.26
8/26/17 10:30,1140,238,1030,NAN,0.001,14.23,4.518,1.263,1.002,NAN,0,0,0,0,0,0.158,0.021,12.85,8.49,1.425,1.028,0.02,26.16,-107.6,0,-40.03,-56.61
8/26/17 10:45,1141,238,1045,NAN,0.001,14.23,4.518,1.263,1.002,NAN,0,0,0,0,0,0.158,0.021,12.85,8.49,1.425,1.028,0.021,26.69,-107.6,0,-40.64,-54.97
8/26/17 11:00,1142,238,1100,NAN,0.001,14.22,4.351,1.255,1.002,NAN,0,0,0,0,0,0.158,0.021,12.86,8.49,1.425,1.028,0.022,27.29,-107.6,0,-46.69,-54.06
8/26/17 11:15,1143,238,1115,0.003,0.001,14.05,2.002,1.154,1.001,NAN,0,0,0,0,0,0.158,0.021,12.86,8.49,1.425,1.028,0.023,27.81,-108.5,0,-50.65,-53.01
8/26/17 11:30,1144,238,1130,NAN,0.001,14.05,2.002,1.154,1.001,NAN,0,0,0,0,0,0.158,0.021,12.84,8.49,1.425,1.028,0.023,27.85,-108.2,0,-51.12,-51.99
8/26/17 11:45,1145,238,1145,NAN,0.001,14.05,2.002,1.154,1.001,NAN,0,0,0,0,0,0.158,0.021,12.84,8.49,1.425,1.028,0.022,27.96,-108.4,0,-51.81,-51.17
8/26/17 12:00,1146,238,1200,NAN,0.001,14.05,2.002,1.154,1.001,NAN,0,0,0,0,0,0.158,0.021,12.86,8.49,1.425,1.028,0.022,28.19,-108.6,0,-51.52,-50.51
8/26/17 12:15,1147,238,1215,NAN,0.001,14.05,2.002,1.154,1.001,NAN,0,0,0,0,0,0.158,0.021,12.85,8.49,1.425,1.028,0.021,27.87,-107.9,0,-52.58,-49.95
8/26/17 12:30,1148,238,1230,NAN,0.001,14.05,2.002,1.154,1.001,NAN,0,0,0,0,0,0.158,0.021,12.87,8.49,1.425,1.028,0.021,28.07,-107.7,0,-51.84,-49.36
8/26/17 12:45,1149,238,1245,NAN,0.001,14.05,2.002,1.154,1.001,NAN,0,0,0,0,0,0.158,0.021,12.87,8.49,1.425,1.028,0.021,28.03,-107.6,0,-48.99,-49.1
8/26/17 13:00,1150,238,1300,NAN,0.001,14.05,2.168,1.161,1.001,NAN,0,0,0,0,0,0.158,0.021,12.84,8.49,1.425,1.028,0.021,28.16,-107.9,0,-52.84,-49.02
8/26/17 13:15,1151,238,1315,NAN,0.001,14.15,4.493,1.261,1.002,NAN,0,0,0,0,0,0.158,0.021,12.85,8.49,1.425,1.027,0.021,27.7,-108.2,0,-53.4,-49.68
8/26/17 13:30,1152,238,1330,NAN,0.001,14.15,4.493,1.261,1.002,NAN,0,0,0,0,0,0.158,0.021,12.87,8.49,1.425,1.027,0.021,27.57,-108,0,-50.42,-50.62
8/26/17 13:45,1153,238,1345,NAN,0.001,14.15,4.493,1.261,1.002,NAN,0,0,0,0,0,0.158,0.021,12.86,8.49,1.425,1.027,0.02,28.45,-108.8,0,-54.31,-51.29
8/26/17 14:00,1154,238,1400,NAN,0.001,14.39,4.328,1.254,1.002,NAN,0,0,0,0,0,0.158,0.021,12.82,8.49,1.425,1.027,0.02,27.89,-108.3,0,-54.24,-51.96
8/26/17 14:15,1155,238,1415,0.004,0.001,17.66,2.026,1.155,1.001,NAN,0,0,0,0,0,0.158,0.021,12.88,8.49,1.425,1.027,0.02,28.06,-108.4,0,-52.01,-52.43
8/26/17 14:30,1156,238,1430,NAN,0.001,17.66,2.026,1.155,1.001,NAN,0,0,0,0,0,0.158,0.021,12.86,8.49,1.425,1.027,0.02,28.79,-108.6,0,-52.66,-52.62
8/26/17 14:45,1157,238,1445,NAN,0.001,17.42,2.19,1.162,1.001,NAN,0,0,0,0,0,0.158,0.021,12.85,8.49,1.425,1.027,0.02,28.11,-108.5,0,-51.8,-52.94
8/26/17 15:00,1158,238,1500,0.067,0.002,14.09,4.488,1.261,1.002,NAN,0,0,0,0,0,0.157,0.021,12.87,8.46,1.424,1.028,0.02,28.83,-108.6,0,-48.68,-53.08
8/26/17 15:15,1159,238,1515,NAN,0.002,14.04,4.489,1.261,1.002,NAN,0,0,0,0,0,0.158,0.021,12.84,8.49,1.425,1.028,0.02,29.01,-108.4,0,-49.07,-52.59
8/26/17 15:30,1160,238,1530,NAN,0.002,14.33,4.325,1.254,1.002,NAN,0,0,0,0,0,0.157,0.021,12.83,8.45,1.424,1.027,0.02,28.49,-108.8,0,-49.21,-52.3
8/26/17 15:45,1161,238,1545,NAN,0.001,18.33,2.03,1.155,1,NAN,0,0,0,0,0,0.157,0.021,12.86,8.46,1.424,1.027,0.021,28.37,-108.3,0,-49.87,-52.3
8/26/17 16:00,1162,238,1600,NAN,0.001,18.33,2.03,1.155,1,NAN,0,0,0,0,0,0.158,0.021,12.85,8.49,1.425,1.027,0.021,28.56,-107.9,0,-45.64,-52.49
8/26/17 16:15,1163,238,1615,NAN,0.001,18.04,2.194,1.162,1,NAN,0,0,0,0,0,0.157,0.021,12.84,8.45,1.424,1.028,0.021,29.34,-108.2,0,-45.01,-52.33
8/26/17 16:30,1164,238,1630,0.067,0.002,14.07,4.486,1.261,1.003,NAN,0,0,0,0,0,0.157,0.021,12.84,8.45,1.424,1.028,0.022,30.66,-108.8,0,-53.21,-51.96
8/26/17 16:45,1165,238,1645,NAN,0.002,14.04,4.486,1.261,1.003,NAN,0,0,0,0,0,0.157,0.021,12.85,8.46,1.424,1.027,0.022,30.72,-108.4,0,-57.11,-52.27
8/26/17 17:00,1166,238,1700,NAN,0.002,14.04,4.486,1.261,1.003,NAN,0,0,0,0,0,0.157,0.021,12.86,8.45,1.424,1.027,0.021,29.35,-107.8,0,-55.04,-52.81
8/26/17 17:15,1167,238,1715,NAN,0.002,14.04,4.486,1.261,1.003,NAN,0,0,0,0,0,0.157,0.021,12.85,8.45,1.424,1.028,0.021,28.7,-107.8,0,-55.5,-53.28
8/26/17 17:30,1168,238,1730,NAN,0.002,14.04,4.486,1.261,1.003,NAN,0,0,0,0,0,0.157,0.021,12.82,8.45,1.424,1.028,0.021,28.07,-107.7,0,-55.3,-53.72
8/26/17 17:45,1169,238,1745,NAN,0.001,14.06,4.495,1.261,1.001,NAN,0,0,0,0,0,0.157,0.021,12.84,8.45,1.424,1.028,0.02,27.78,-107.7,0,-56.23,-54.03
8/26/17 18:00,1170,238,1800,NAN,0.001,14.06,4.495,1.261,1.001,NAN,0,0,0,0,0,0.157,0.021,12.83,8.46,1.424,1.027,0.02,27.32,-107.6,0,-58.23,-54.42
8/26/17 18:15,1171,238,1815,NAN,0.001,14.37,4.329,1.254,1.001,NAN,0,0,0,0,0,0.157,0.021,12.83,8.46,1.424,1.027,0.02,26.72,-107.5,0,-58.52,-54.82
8/26/17 18:30,1172,238,1830,0.008,0.001,18.37,2.17,1.161,1.001,NAN,0,0,0,0,0,0.157,0.021,12.82,8.45,1.424,1.028,0.02,25.86,-107.6,0,-60.18,-55.27
8/26/17 18:45,1173,238,1845,NAN,0.001,14.16,4.49,1.261,1.002,NAN,0,0,0,0,0,0.157,0.021,12.85,8.45,1.424,1.028,0.02,24.84,-107.6,0,-60.89,-55.81
8/26/17 19:00,1174,238,1900,NAN,0.001,14.45,4.325,1.254,1.002,NAN,0,0,0,0,0,0.157,0.021,12.84,8.46,1.424,1.027,0.02,23.69,-107.5,0,-61.41,-56.37
8/26/17 19:15,1175,238,1915,NAN,0.001,18.56,2.007,1.154,1,NAN,0,0,0,0,0,0.157,0.021,12.81,8.45,1.424,1.027,0.02,22.6,-107.6,0,-62.15,-56.99
8/26/17 19:30,1176,238,1930,NAN,0.001,18.56,2.007,1.154,1.001,NAN,0,0,0,0,0,0.157,0.021,12.85,8.46,1.424,1.027,0.02,20.97,-107.9,0,-62.3,-57.59
8/26/17 19:45,1177,238,1945,NAN,0.001,18.48,2.004,1.154,1.001,NAN,0,0,0,0,0,0.157,0.021,12.84,8.46,1.424,1.027,0.02,19.87,-107.7,0,-62.39,-58.31
8/26/17 20:00,1178,238,2000,NAN,0.001,18.2,2.17,1.161,1.001,NAN,0,0,0,0,0,0.157,0.021,12.83,8.45,1.424,1.028,0.019,18.84,-107.4,0,-62.55,-58.97
8/26/17 20:15,1179,238,2015,NAN,0.001,14.2,4.493,1.261,1.002,NAN,0,0,0,0,0,0.157,0.021,12.82,8.45,1.424,1.028,0.019,17.91,-107.4,0,-62.71,-59.61
8/26/17 20:30,1180,238,2030,NAN,0.001,14.2,4.493,1.261,1.002,NAN,0,0,0,0,0,0.157,0.021,12.85,8.46,1.424,1.027,0.019,17.17,-107.6,0,-62.86,-60.12
8/26/17 20:45,1181,238,2045,NAN,0.001,14.2,4.493,1.261,1.002,NAN,0,0,0,0,0,0.157,0.021,12.83,8.46,1.424,1.027,0.019,16.15,-107.5,0,-63.27,-60.76
8/26/17 21:00,1182,238,2100,NAN,0.001,14.45,4.326,1.254,1.002,NAN,0,0,0,0,0,0.157,0.021,12.85,8.45,1.424,1.028,0.019,15.42,-107.3,0,-63.52,-61.31
8/26/17 21:15,1183,238,2115,NAN,0.001,18.02,2.002,1.154,1.001,NAN,0,0,0,0,0,0.157,0.021,12.81,8.45,1.424,1.028,0.019,14.88,-107.3,0,-63.87,-61.82
8/26/17 21:30,1184,238,2130,NAN,0.001,18.02,2.002,1.154,1.001,NAN,0,0,0,0,0,0.157,0.021,12.82,8.45,1.424,1.027,0.019,14.2,-107.3,0,-64.03,-62.35
8/26/17 21:45,1185,238,2145,NAN,0.001,18.02,2.002,1.154,1.001,NAN,0,0,0,0,0,0.157,0.021,12.8,8.46,1.424,1.027,0.018,13.64,-107.4,0,-64.14,-62.78
8/26/17 22:00,1186,238,2200,NAN,0.001,17.77,2.168,1.161,1.001,NAN,0,0,0,0,0,0.158,0.022,12.82,8.48,1.425,1.028,0.018,13.17,-107.5,0,-64.69,-63.29
8/26/17 22:15,1187,238,2215,NAN,0.001,14.34,4.495,1.261,1.001,NAN,0,0,0,0,0,0.157,0.021,12.83,8.45,1.424,1.028,0.018,12.67,-107.3,0,-64.81,-63.62
8/26/17 22:30,1188,238,2230,NAN,0.001,14.34,4.495,1.261,1.001,NAN,0,0,0,0,0,0.157,0.021,12.83,8.45,1.424,1.028,0.018,12.33,-107.1,0,-64.69,-64.08
8/26/17 22:45,1189,238,2245,NAN,0.001,14.34,4.495,1.261,1.001,NAN,0,0,0,0,0,0.157,0.021,12.83,8.46,1.424,1.027,0.018,12.25,-107.2,0,-65.01,-64.36
8/26/17 23:00,1190,238,2300,NAN,0.001,14.35,4.495,1.261,1.001,NAN,0,0,0,0,0,0.157,0.021,12.84,8.45,1.424,1.027,0.018,11.85,-107.6,0,-65.66,-64.64
8/26/17 23:15,1191,238,2315,0.063,0.002,14.58,4.321,1.254,1.002,NAN,0,0,0,0,0,0.157,0.021,12.84,8.46,1.424,1.027,0.018,11.68,-107.6,0,-66.09,-64.93
8/26/17 23:30,1192,238,2330,NAN,0.001,17.14,1.982,1.153,1.001,NAN,0,0,0,0,0,0.157,0.021,12.84,8.45,1.424,1.028,0.018,11.21,-107.3,0,-66.24,-65.22
8/26/17 23:45,1193,238,2345,NAN,0.001,16.96,2.149,1.16,1.001,NAN,0,0,0,0,0,0.157,0.021,12.83,8.45,1.424,1.028,0.018,10.92,-107.2,0,-66.61,-65.37
8/27/17 0:00,1194,239,0,0.067,0.002,14.46,4.49,1.261,1.002,NAN,0,0,0,0,0,0.157,0.021,12.86,8.45,1.424,1.027,0.018,10.61,-107.1,0,-66.67,-65.74
8/27/17 0:15,1195,239,15,NAN,0.002,14.44,4.488,1.261,1.002,NAN,0,0,0,0,0,0.157,0.021,12.86,8.46,1.424,1.027,0.018,10.24,-107.2,0,-67.06,-66.05
8/27/17 0:30,1196,239,30,NAN,0.002,14.44,4.488,1.261,1.002,NAN,0,0,0,0,0,0.157,0.021,12.85,8.45,1.424,1.028,0.018,9.92,-107.5,0,-66.92,-66.21
8/27/17 0:45,1197,239,45,NAN,0.002,14.46,4.489,1.261,1.002,NAN,0,0,0,0,0,0.157,0.021,12.83,8.45,1.424,1.028,0.018,9.94,-107.5,0,-67.27,-66.45
8/27/17 1:00,1198,239,100,NAN,0.002,14.46,4.489,1.261,1.002,NAN,0,0,0,0,0,0.157,0.022,12.84,8.45,1.424,1.028,0.018,9.64,-107.3,0,-67.32,-66.53
8/27/17 1:15,1199,239,115,NAN,0.001,14.54,4.491,1.261,1.002,NAN,0,0,0,0,0,0.157,0.021,12.85,8.45,1.424,1.028,0.018,9.33,-107.1,0,-67.48,-66.77
8/27/17 1:30,1200,239,130,NAN,0.001,14.65,4.323,1.254,1.002,NAN,0,0,0,0,0,0.157,0.021,12.86,8.46,1.424,1.028,0.018,9.16,-107.1,0,-67.81,-67.02
8/27/17 1:45,1201,239,145,NAN,0.001,16.23,1.984,1.153,1.001,NAN,0,0,0,0,0,0.158,0.021,12.85,8.49,1.425,1.027,0.018,8.87,-107.1,0,-67.61,-67.19
8/27/17 2:00,1202,239,200,NAN,0.001,16.23,1.984,1.153,1.001,NAN,0,0,0,0,0,0.158,0.021,12.85,8.49,1.425,1.027,0.018,8.73,-107.2,0,-68.18,-67.36
8/27/17 2:15,1203,239,215,NAN,0.001,16.23,1.984,1.153,1.001,NAN,0,0,0,0,0,0.157,0.021,12.86,8.46,1.424,1.027,0.018,8.26,-107.3,0,-68.26,-67.53
8/27/17 2:30,1204,239,230,NAN,0.001,16.23,1.984,1.153,1.001,NAN,0,0,0,0,0,0.158,0.021,12.87,8.49,1.425,1.028,0.018,8.26,-107.4,0,-68.57,-67.8
8/27/17 2:45,1205,239,245,NAN,0.001,16.23,1.984,1.153,1.001,NAN,0,0,0,0,0,0.157,0.021,12.88,8.46,1.424,1.028,0.018,8.22,-107.3,0,-68.59,-67.89
8/27/17 3:00,1206,239,300,NAN,0.001,16.12,2.151,1.16,1.001,NAN,0,0,0,0,0,0.158,0.021,12.87,8.49,1.425,1.027,0.018,7.712,-106.9,0,-68.66,-67.97
8/27/17 3:15,1207,239,315,0.063,0.002,14.62,4.32,1.254,1.002,NAN,0,0,0,0,0,0.158,0.021,12.86,8.49,1.425,1.028,0.018,7.712,-106.9,0,-68.84,-68.16
8/27/17 3:30,1208,239,330,NAN,0.001,15.55,1.964,1.152,1.001,NAN,0,0,0,0,0,0.157,0.021,12.85,8.46,1.424,1.028,0.018,7.685,-107.1,0,-69.08,-68.25
8/27/17 3:45,1209,239,345,NAN,0.001,15.55,1.964,1.152,1.001,NAN,0,0,0,0,0,0.158,0.021,12.89,8.49,1.425,1.027,0.018,7.287,-107.6,0,-69.07,-68.43
8/27/17 4:00,1210,239,400,NAN,0.001,15.49,2.133,1.159,1.001,NAN,0,0,0,0,0,0.158,0.021,12.86,8.49,1.425,1.028,0.018,7.274,-107.2,0,-69.33,-68.52
8/27/17 4:15,1211,239,415,0.063,0.001,14.62,4.323,1.254,1.002,NAN,0,0,0,0,0,0.158,0.021,12.88,8.49,1.425,1.028,0.018,7.07,-106.8,0,-69.42,-68.62
8/27/17 4:30,1212,239,430,0.002,0.001,15.21,1.965,1.152,1.001,NAN,0,0,0,0,0,0.158,0.021,12.88,8.49,1.425,1.028,0.018,6.762,-106.8,0,-69.49,-68.81
8/27/17 4:45,1213,239,445,0.002,0.001,15.09,1.967,1.152,1,NAN,0,0,0,0,0,0.158,0.021,12.89,8.49,1.425,1.027,0.017,6.762,-107.4,0,-69.59,-69
8/27/17 5:00,1214,239,500,NAN,0.001,15.06,1.968,1.152,1,NAN,0,0,0,0,0,0.157,0.021,12.85,8.46,1.424,1.027,0.017,6.696,-107.4,0,-69.7,-69
8/27/17 5:15,1215,239,515,NAN,0.001,15.03,2.136,1.159,1,NAN,0,0,0,0,0,0.158,0.021,12.89,8.49,1.425,1.027,0.017,6.282,-106.9,0,-69.67,-69.19
8/27/17 5:30,1216,239,530,0.063,0.001,14.56,4.491,1.261,1.002,NAN,0,0,0,0,0,0.158,0.021,12.9,8.49,1.425,1.028,0.017,6.251,-106.9,0,-69.9,-69.29
8/27/17 5:45,1217,239,545,NAN,0.001,14.81,4.491,1.261,1.002,NAN,0,0,0,0,0,0.158,0.021,12.86,8.49,1.425,1.028,0.017,6.264,-107.3,0,-69.79,-69.39
8/27/17 6:00,1218,239,600,NAN,0.001,14.81,4.491,1.261,1.002,NAN,0,0,0,0,0,0.158,0.021,12.9,8.49,1.425,1.028,0.017,6.266,-107.4,0,-70,-69.59
8/27/17 6:15,1219,239,615,NAN,0.001,14.8,4.493,1.261,1.002,NAN,0,0,0,0,0,0.158,0.021,12.91,8.49,1.425,1.028,0.017,6.267,-107.2,0,-69.85,-69.59
8/27/17 6:30,1220,239,630,0.064,0.002,14.58,4.344,1.255,1.002,NAN,0,0,0,0,0,0.158,0.021,12.92,8.49,1.425,1.028,0.017,6.267,-107.1,0,-69.12,-69.59
8/27/17 6:45,1221,239,645,NAN,0.001,14.51,1.958,1.152,1.002,NAN,0,0,0,0,0,0.158,0.021,12.93,8.49,1.425,1.028,0.017,6.269,-107.2,0,-68.21,-69.59
8/27/17 7:00,1222,239,700,NAN,0.001,14.5,1.958,1.152,1.002,NAN,0,0,0,0,0,0.158,0.021,12.92,8.49,1.425,1.028,0.017,6.624,-107.2,0,-67.32,-69.49
8/27/17 7:15,1223,239,715,0.007,0.001,14.39,2.132,1.159,1.001,NAN,0,0,0,0,0,0.158,0.021,12.92,8.49,1.425,1.027,0.017,7.083,-107.2,0,-67.02,-69.19
8/27/17 7:30,1224,239,730,NAN,0.002,14.55,4.488,1.261,1.002,NAN,0,0,0,0,0,0.158,0.021,12.92,8.49,1.425,1.027,0.017,8.12,-107.2,0,-65.24,-68.9
8/27/17 7:45,1225,239,745,NAN,0.002,14.55,4.488,1.261,1.002,NAN,0,0,0,0,0,0.158,0.021,12.87,8.49,1.425,1.027,0.017,9.51,-107.1,0,-62.86,-68.25
8/27/17 8:00,1226,239,800,NAN,0.002,14.55,4.488,1.261,1.002,NAN,0,0,0,0,0,0.158,0.021,12.94,8.49,1.425,1.027,0.017,11.36,-107.1,0,-62.82,-67.27
8/27/17 8:15,1227,239,815,NAN,0.002,14.55,4.488,1.261,1.002,NAN,0,0,0,0,0,0.158,0.021,12.92,8.49,1.425,1.028,0.018,12.71,-107.1,0,-61.65,-66.37
8/27/17 8:30,1228,239,830,NAN,0.002,14.54,4.489,1.261,1.002,NAN,0,0,0,0,0,0.158,0.021,12.9,8.49,1.425,1.027,0.018,14.2,-107.1,0,-62.74,-65.29
8/27/17 8:45,1229,239,845,NAN,0.002,14.53,4.513,1.263,1.003,NAN,0,0,0,0,0,0.158,0.021,12.93,8.49,1.425,1.028,0.018,14.94,-107.1,0,-60.67,-64.36
8/27/17 9:00,1230,239,900,NAN,0.002,14.5,4.343,1.255,1.002,NAN,0,0,0,0,0,0.158,0.022,12.92,8.49,1.425,1.028,0.018,16.73,-107.2,0,-58.46,-63.29
8/27/17 9:15,1231,239,915,NAN,0.001,14.05,1.964,1.152,1.001,NAN,0,0,0,0,0,0.158,0.021,12.94,8.49,1.425,1.028,0.018,17.89,-107.2,0,-61.2,-62.11
8/27/17 9:30,1232,239,930,NAN,0.001,14.08,2.134,1.159,1.001,NAN,0,0,0,0,0,0.158,0.021,12.94,8.49,1.425,1.028,0.018,18.18,-107.3,0,-61.13,-61.36
8/27/17 9:45,1233,239,945,NAN,0.002,14.43,4.512,1.263,1.003,NAN,0,0,0,0,0,0.158,0.021,12.93,8.49,1.425,1.027,0.018,18.34,-107.4,0,-61.86,-60.81
8/27/17 10:00,1234,239,1000,NAN,0.002,14.41,4.342,1.255,1.003,NAN,0,0,0,0,0,0.158,0.021,12.94,8.49,1.425,1.028,0.018,17.85,-107.3,0,-61.67,-60.49
8/27/17 10:15,1235,239,1015,NAN,0.001,14.23,1.966,1.152,1,NAN,0,0,0,0,0,0.158,0.021,12.94,8.49,1.425,1.028,0.018,18.19,-107.3,0,-60.43,-60.28
8/27/17 10:30,1236,239,1030,NAN,0.001,14.23,1.966,1.152,1,NAN,0,0,0,0,0,0.158,0.021,12.96,8.49,1.425,1.027,0.019,19.3,-107.4,0,-48.4,-59.71
8/27/17 10:45,1237,239,1045,NAN,0.001,14.24,1.968,1.152,1,NAN,0,0,0,0,0,0.158,0.021,12.96,8.49,1.425,1.028,0.019,20.92,-107.3,0,-44.01,-58.64
8/27/17 11:00,1238,239,1100,0.007,0.001,14.46,2.152,1.16,1.001,NAN,0,0,0,0,0,0.158,0.021,12.94,8.49,1.425,1.028,0.02,23.63,-107.6,0,-48.77,-57.15
8/27/17 11:15,1239,239,1115,NAN,0.002,14.42,4.487,1.261,1.003,NAN,0,0,0,0,0,0.158,0.021,12.96,8.49,1.425,1.028,0.021,25.62,-107.4,0,-52.22,-55.34
8/27/17 11:30,1240,239,1130,NAN,0.002,14.42,4.487,1.261,1.003,NAN,0,0,0,0,0,0.158,0.022,12.96,8.49,1.425,1.028,0.022,26.96,-108.7,0,-52.3,-53.54
8/27/17 11:45,1241,239,1145,NAN,0.002,14.42,4.487,1.261,1.003,NAN,0,0,0,0,0,0.158,0.021,12.95,8.49,1.425,1.028,0.022,27.59,-108.4,0,-51.44,-52.08
8/27/17 12:00,1242,239,1200,NAN,0.002,14.42,4.487,1.261,1.003,NAN,0,0,0,0,0,0.158,0.021,12.95,8.49,1.425,1.027,0.021,27.85,-108.4,0,-54.73,-50.91
8/27/17 12:15,1243,239,1215,NAN,0.002,14.42,4.487,1.261,1.003,NAN,0,0,0,0,0,0.157,0.021,13,8.45,1.424,1.028,0.021,28.04,-108.7,0,-53.83,-50.15
8/27/17 12:30,1244,239,1230,NAN,0.002,14.41,4.487,1.261,1.003,NAN,0,0,0,0,0,0.157,0.021,12.97,8.45,1.424,1.028,0.021,28.6,-108.2,0,-53.04,-49.44
8/27/17 12:45,1245,239,1245,NAN,0.001,14.36,4.492,1.261,1.002,NAN,0,0,0,0,0,0.157,0.021,12.93,8.45,1.424,1.028,0.021,28.46,-107.7,0,-49.74,-49.05
8/27/17 13:00,1246,239,1300,NAN,0.001,14.36,4.492,1.261,1.002,NAN,0,0,0,0,0,0.157,0.021,12.93,8.45,1.424,1.028,0.021,28.9,-107.7,0,-50.2,-48.82
8/27/17 13:15,1247,239,1315,NAN,0.001,14.56,4.327,1.254,1.002,NAN,0,0,0,0,0,0.157,0.021,12.95,8.45,1.424,1.028,0.021,28.76,-107.6,0,-49.75,-49.1
8/27/17 13:30,1248,239,1330,0.003,0,17.25,2.01,1.154,1,NAN,0,0,0,0,0,0.157,0.021,12.95,8.45,1.424,1.028,0.021,29.19,-107.8,0,-52.02,-49.79
